drug_a,drug_b,support,n_ab,n_abz,additive_expected,omega_add,omega_add_lower,expected,omega,omega_lower,naive_log2_oe,eras_with_signal,om025_2004-2012,om025_2013-2018,om025_2019-2026
PALIPERIDONE,SODIUM CHLORIDE,unsupported,47,30,0.27283454825755127,5.302505843600373,4.739947990997226,0.087368577005953,5.698399345899319,5.135841493296173,4.47065678183396,1,,,4.601450058858606
PAROXETINE,ROCURONIUM,unsupported,55,41,1.1536361370871366,4.649397609757607,4.173817896924059,3.008890278383212,3.564024595407159,3.088444882573612,6.25344073465302,1,,-10.212655045947576,3.8998232922308698
CLOZAPINE,SODIUM CHLORIDE,unsupported,165,30,0.7224473851262269,4.640964965515024,4.0784071129118775,0.23154055565163303,5.381727584743195,4.8191697321400495,3.581514369303437,1,-10.12257938718531,-10.140778194855141,4.250108387973643
QUETIAPINE,ROCURONIUM,unsupported,60,41,1.4802676777000552,4.38934397518902,3.913764262355474,4.771508433632286,2.976823585550534,2.5012438727169872,6.1195559603211525,1,-2.5240644125899516,,3.720521874851697
OMEPRAZOLE,RANOLAZINE,plausible,40,23,0.5389985838561332,4.499395163811958,3.8495888259007343,1.0088565698217282,3.9611331802342935,3.31132684232307,5.251069490948288,2,-1.2478392726231082,2.4809120757429493,3.1614435043440863
DEXTROAMPHETAMINE,PAROXETINE,unsupported,116,30,1.1566478494175894,4.202470373441816,3.6399125208386707,1.8356124028039573,3.7069364601551626,3.1443786075520164,5.582887262588346,2,-10.25348301379145,3.6661341218440735,1.856541800367366
NOREPINEPHRINE,PAROXETINE,unsupported,61,42,1.9910820505956086,4.092618394672208,3.6231304250805145,5.645975011770233,2.789749034886692,2.320261065294998,6.318021941623059,1,,-10.489134398503687,3.5602985203296136
CODEINE,RALTEGRAVIR,plausible,15,14,0.15952863991452015,4.458473780400876,3.604730935389019,0.25590557727544466,4.261703056235464,3.4079602112236076,4.728534996428826,1,,,3.6430805963751425
DIAZEPAM,ROCURONIUM,unsupported,88,42,2.03660451807179,4.066492329740288,3.597004360148594,5.94254097617074,2.7217611281226053,2.2522731585309113,6.30034153927461,1,-2.736526754275881,-10.346774410116334,3.6091997480017626
CODEINE,RITONAVIR,plausible,31,14,0.16398192049867916,4.44876513091563,3.5950222859037737,0.20039212234897943,4.37174623284537,3.5180033878335135,3.9616895091962565,1,-10.087326855738958,-10.062765148711078,3.7274632995254584
CYCLOSPORINE,DILTIAZEM,known_pair,81,32,1.360415749289125,4.126742754913568,3.5834435439899575,3.225681421535619,3.124863496564403,2.5815642856407925,5.582796231876388,2,2.6759927636371534,0.3205435563477367,2.564814163478385
CODEINE,LOSARTAN,unsupported,175,36,1.657313567885511,4.080588669838931,3.5706611460382796,2.552878848567532,3.579654220576358,3.069726696775707,5.853452017749719,1,0.26717016692385864,-2.7338186904157866,3.864616043374353
RANOLAZINE,SERTRALINE,plausible,39,21,0.6452876773389858,4.230554729706042,3.5476635191313646,1.5681673750472194,3.377911808227539,2.6950205976528614,5.195227302842869,2,-3.4899606012023305,2.5955163740498937,3.060307488259054
RALTEGRAVIR,TRAMADOL,plausible,36,18,0.45016398283102593,4.283204939913516,3.5400933349035753,0.8881842440869101,3.736254306077122,2.9931427010671814,4.930422215109472,1,,-10.379814413640805,3.9005383787567993
CLONAZEPAM,ROCURONIUM,unsupported,105,43,2.229345162282911,3.994388641571807,3.5307697616064626,5.79221152035545,2.789376326328656,2.3257574463633115,6.329771624600966,1,-2.499727803669391,-0.7337782546102188,3.534692920062826
FLUVOXAMINE,ROCURONIUM,unsupported,45,41,2.1041624982408105,3.9942199566944896,3.5186402438609425,8.46706549432306,2.2104034963074284,1.734823783473881,6.365240141576301,1,,,3.1900220360665617
SIROLIMUS,WARFARIN,plausible,58,17,0.397498352658566,4.285301820933964,3.518444971525781,0.5011640869772034,4.127604571174795,3.360747721766612,4.829450018064119,2,-10.066545013377072,2.6761378921163406,2.2627542907097515
CLONAZEPAM,SEVOFLURANE,unsupported,56,41,2.1398464603409155,3.9745854098489586,3.4990056970154115,6.322782309188527,2.604679245601273,2.129099532767726,6.278917949679164,1,,,3.421770466979384
DICLOFENAC,SODIUM CHLORIDE,unsupported,107,17,0.42479875414007146,4.24207165754602,3.475214808137837,0.13580068823882202,4.782636533673209,4.015779684265026,3.1152222176076356,1,-10.497239378240796,-10.263904786368206,3.923284950844094
NALOXONE,ZOPICLONE,unsupported,102,37,1.9243449716934005,3.951223689069357,3.4487441490055155,2.9030233689861547,3.462001631992056,2.959522091928214,6.099719797619874,1,-10.415420109251162,-10.892149212899009,3.8446831486247293
LOSARTAN,RALTEGRAVIR,plausible,17,14,0.23624192499210647,4.299729184280976,3.44598633926912,0.5128359551306301,3.8395804694430677,2.9858376244312113,4.75815977554352,1,,-10.079040921630128,3.61319228359143
ACETAMINOPHEN,RALTEGRAVIR,plausible,56,18,0.5291586757838093,4.167987931387359,3.4248763263774182,0.6880471364260003,3.9608612886325436,3.217749683622603,4.321977578759205,1,-10.22045419649169,-10.37584748276331,3.8396087603841464
CLOPIDOGREL BISULFATE,CYCLOSPORINE,plausible,115,27,1.2051239621003287,4.011483086881399,3.4159150529143596,2.1427015073983027,3.379346231456753,2.7837781974897133,4.607682672780334,2,3.0587341179775542,-2.947508796910933,2.7541668850313905
ABIRATERONE,ROSUVASTATIN,plausible,283,234,18.77439834696903,3.604830190711641,3.413990158620039,57.67502715935765,2.0111160384664672,1.820276006374865,8.272534826119179,2,,2.879580189625664,2.8051882313022802
AZATHIOPRINE,SPIRONOLACTONE,unsupported,72,20,0.6968861530911817,4.098266073875533,3.396896847697564,0.8261903987309351,3.9502640892084644,3.2488948630304955,5.087944317295715,2,-10.20463158050295,1.5039887300740562,3.209415235572229
QUETIAPINE,SEVOFLURANE,unsupported,60,42,2.499048792475087,3.824885942077358,3.3553979724856644,9.364910524702337,2.1070849704553276,1.6375970008636336,6.19083730259611,1,,-10.564466589138739,3.3237654168373227
PAROXETINE,SEVOFLURANE,unsupported,64,41,2.4291128152796113,3.82457567141402,3.3489959585804736,7.00184794071801,2.467793410868917,1.9922136980353702,6.271715739945378,1,,,3.106109056293736
BISOPROLOL,RALTEGRAVIR,plausible,18,14,0.3031184668374247,4.174296276727154,3.320553431715298,0.7520348872878849,3.5337062323650423,2.6799633873531863,4.756462908164592,1,,,3.3820611564893177
FLUVOXAMINE,NOREPINEPHRINE,unsupported,42,40,2.4538354465424748,3.7772605447811136,3.295352149105902,12.001984663686713,1.6957647701356575,1.2138563744604465,6.332558176517718,1,,,3.0543059786867106
LEVOFLOXACIN,TRAZODONE,unsupported,99,26,1.2818730696535634,3.894525883305753,3.28663915707738,2.5738412506706427,3.1078777959704884,2.4999910697421153,5.398443859219056,2,,1.0907775678665528,3.196504821525006
BISOPROLOL,RITONAVIR,plausible,103,24,1.183924388028625,3.8628824844906964,3.227965539320607,1.6571435126496754,3.505587683332841,2.8706707381627514,4.875844332958232,1,-10.164129395168159,-10.241885251429485,3.3903651614846204
CAFFEINE,SODIUM CHLORIDE,unsupported,56,13,0.2787555555555556,4.115645046851449,3.2260214299868815,0.0890390696912981,4.518452268970413,3.6288286521058453,3.80074277586209,1,,-10.026091239865583,3.279800271187882
PREGABALIN,VALSARTAN,unsupported,388,31,1.7967158158021053,3.7777075676535126,3.2250231034722256,1.9237887276349857,3.700015973400723,3.147331509219436,3.3933598304363106,3,0.8626982715038177,3.5672084937103676,0.9153154668269834
ENALAPRIL,SODIUM BICARBONATE,unsupported,39,17,0.6001813621757349,3.9915416488821687,3.2246847994739856,1.3795102823128969,3.218926208932354,2.4520693595241707,5.082867593550535,1,-0.4298172884013044,-2.388058443505562,2.9258480650907446
CYCLOSPORINE,RANOLAZINE,known_pair,13,12,0.20458929931502945,4.149001720051136,3.2188105583100435,0.4760719178768875,3.6787968338597445,2.7486056721186527,4.362813979997979,1,1.9010791870441581,,
ACETAMINOPHEN,RITONAVIR,plausible,322,25,1.321410326363097,3.8073693734600513,3.1863938508351866,1.4931809891702224,3.6773526231026348,3.0563771004777696,2.5352439796418618,1,-3.2188628516246265,-10.519520326876766,3.7603439003816588
CARBIDOPA,DEXTROAMPHETAMINE,unsupported,15,10,0.06624824913629118,4.2128108333748795,3.1826683874625985,0.0689537073666588,4.205934244518252,3.175791798605971,3.9540251263062998,1,,,3.2704660649829944
OMEPRAZOLE,RIVAROXABAN,unsupported,430,34,2.140946972275437,3.707469122938178,3.181625985025245,1.1011633081975345,4.429403995950058,3.903560858037125,4.0778683053608,1,-10.102998936517853,-1.02223445201926,3.4988653561533276
BUPRENORPHINE,DULOXETINE,unsupported,502,34,2.1472989314536797,3.70400334446255,3.1781602065496175,2.325712545043909,3.609909746567315,3.0840666086543824,4.582127812834277,1,-10.133360241759743,-10.461420456948431,2.4203122474509255
DEXTROAMPHETAMINE,LEVODOPA,unsupported,15,10,0.06895361348156781,4.205934482582553,3.175792036670271,0.07453751006180663,4.191844431907736,3.161701985995455,3.9076141477737796,1,,,3.2704660649829944
OLANZAPINE,SODIUM CHLORIDE,unsupported,124,30,1.8151351791752102,3.7196409036315923,3.1570830510284464,0.5930482872931009,4.802380201603835,4.23982234900069,4.142224812378385,1,-10.536152645810176,-10.636151347054916,3.5035809703876426
PANTOPRAZOLE,RITONAVIR,plausible,118,16,0.5684517359008336,3.9488723793056693,3.1559444992775565,0.6758432454525378,3.8106983755802903,3.017770495552177,3.646205688712715,1,,-10.317328009716103,3.552781485399931
DICLOFENAC,INSULIN NOS,unsupported,61,19,0.8306795256191203,3.8732390574323046,3.151868899154874,1.3562136827870157,3.3930394193060835,2.6716692610286525,5.072953932561991,1,,-2.6116506185304265,3.169257313846108
OMEPRAZOLE,SIROLIMUS,plausible,75,17,0.6590787232237464,3.916304461172175,3.149447611763992,1.0571141457151558,3.4904083105362833,2.7235514611281,4.700550750026564,2,-10.11412343512307,2.5414136429729344,2.0103095715464963
DICLOFENAC,SODIUM BICARBONATE,unsupported,67,17,0.6688246196089994,3.9042245450754693,3.1373676956672862,1.032973044592477,3.512950687707349,2.7460938382991658,4.83597826541392,1,,-10.272590350031644,3.357104700094316
CARBIDOPA,PROMETHAZINE,unsupported,23,11,0.16570774576815703,4.110601096273549,3.1340634426722493,0.17501433974493738,4.090571900396959,3.1140342467956597,4.23862507665319,1,,-10.10323119140134,3.133516812505883
CLONAZEPAM,NOREPINEPHRINE,unsupported,92,42,3.0265557905946316,3.5911310726123324,3.1216431030206384,8.598794652280738,2.2237154967993615,1.7542275272076677,6.324415198576194,1,,,3.0806695956896486
ENALAPRIL,SODIUM CHLORIDE,unsupported,45,14,0.4219600725952813,3.975204816926564,3.1214619719147074,0.13530035125042936,4.5124702732261275,3.6587274282142705,4.33114352405751,1,-10.10043780181432,-10.193418819925272,3.19456217909786
NOREPINEPHRINE,QUETIAPINE,unsupported,89,44,3.23395871926485,3.5750274530115735,3.1170681238224516,11.570361067001647,1.8823365032519246,1.4243771740628028,6.281599902499229,1,-2.9340040787353705,-10.493778674973887,3.1173404572895667
ITRACONAZOLE,RAMIPRIL,plausible,24,16,0.6088859400390132,3.895283141778384,3.102355261750271,1.8033351515896232,2.8406697705999555,2.0477418905718423,4.970815923442408,2,,1.8564812527830274,2.602187989998244
AMPHETAMINE,PAROXETINE,unsupported,145,29,1.8121739753504265,3.6733930944591107,3.1004304528093987,3.6241948929191636,2.838530539060192,2.2655678974104805,5.482254907718938,2,-10.328073586865559,3.4946331497893612,1.2422623761321299
AMPHETAMINE,CARBIDOPA,unsupported,15,10,0.10414799019612979,4.119343526774381,3.0892010808621007,0.1101097253436665,4.10517678978807,3.075034343875789,3.890034709328727,1,,,3.136391043680745
ALPRAZOLAM,SODIUM CHLORIDE,unsupported,104,17,0.7107755394278648,3.8533515822752418,3.0864947328670587,0.22820658990885304,4.586863315315481,3.8200064659072988,3.5212708828300405,1,-10.087547519182872,-10.410054752764166,3.2861690962625563
CYCLOSPORINE,RISPERIDONE,plausible,37,15,0.5382796629612595,3.900001221195037,3.0782779959130937,1.2256392762033452,3.16706539211677,2.345342166834827,3.41104607305618,2,2.672358909375121,-10.097116033345571,0.8997057737703202
METOPROLOL,SODIUM BICARBONATE,unsupported,131,23,1.2762901522565357,3.7257215903550187,3.075915252443796,1.8806302865726712,3.3032452651489503,2.6534389272377275,5.364065436401086,1,-10.21644807382602,-10.106436169967361,2.94558813699481
CARBAMAZEPINE,LISINOPRIL,unsupported,136,22,1.1855509887913018,3.738632826074471,3.0728782950921163,1.8115227979292163,3.2830095047715124,2.617254973789158,4.986768087048764,1,-2.6444453130235948,-2.957484820015836,3.4882797081131947
INFLUENZA VIRUS VACCINE,SPIRONOLACTONE,unsupported,28,25,1.473595296100793,3.691599159759607,3.070623637134742,4.780294267699387,2.2718070095997485,1.6508314869748837,5.643240493058324,2,,2.033345968215635,2.728768780254564
LANSOPRAZOLE,WARFARIN,unsupported,347,25,1.4750055964867355,3.6905686005743017,3.069593077949437,1.668592945814284,3.5556660635886956,2.934690540963831,4.770961365714342,2,-11.721100620909507,2.6382215404404996,2.612325090423595
CODEINE,INSULIN NOS,unsupported,66,19,0.9098216876824528,3.789889514794138,3.0685193565167075,1.5169517217273096,3.2732256672158737,2.551855508938443,5.185784343334459,1,-10.061686548430437,-2.5343461487704317,2.9630456196654014
FLUVOXAMINE,MIDAZOLAM,unsupported,62,40,2.9611483533046656,3.5485992226092384,3.0666908269340274,12.2259195488217,1.6701520017478406,1.1882436060726294,6.322023278401887,1,,,2.767642489642495
AMPHETAMINE,LEVODOPA,unsupported,16,10,0.11397691151083347,4.0960611133330715,3.065918667420791,0.12693350329066408,4.065933088291658,3.035790642379377,3.8380527471266688,1,,,3.1204028189607094
DIAZEPAM,SEVOFLURANE,unsupported,78,41,3.1295876356802648,3.5152337811293717,3.039654068295824,10.444561927347683,1.9228971268371273,1.4473174140035803,6.2824391016915175,1,-1.0336621455234543,-10.554719905735174,3.117770794738993
SODIUM CHLORIDE,TELMISARTAN,unsupported,37,13,0.38840289927518123,3.9256014959679395,3.035977879103372,0.12462864607938266,4.433816862772411,3.544193245907843,4.2693880934176764,1,,,3.0820619079969083
ARIPIPRAZOLE,BUPRENORPHINE,unsupported,397,42,3.2778466560698716,3.4918267926478808,3.0223388230561867,3.7433863791874114,3.324174887733259,2.854686918141565,4.746507755523073,1,-10.134056736661911,-11.034365833989064,2.7608999568687413
FENTANYL,PAROXETINE,unsupported,451,50,4.135297669757426,3.445549493870039,3.017761446594691,5.821366913984743,2.9979749264383972,2.5701868791630496,5.359924622942562,2,-1.412740570279128,1.0287475372058583,3.0082028928411604
CARBIDOPA,METHADONE,unsupported,19,10,0.13740882271475435,4.042026529302268,3.0118840833899867,0.14553187840709167,4.023757175527587,2.9936147296153064,3.7995029650245864,1,,,3.089325416305794
CAFFEINE,TELMISARTAN,unsupported,37,14,0.4961349239422405,3.8635679251120694,3.009825080100213,0.9200656496879792,3.352023368010313,2.4982805229984564,4.761983269787029,1,-2.6593747492243285,-10.22899488202355,3.3243088403276913
CAFFEINE,ENALAPRIL,unsupported,33,13,0.4055227058675204,3.8980647800258343,3.008441163161266,0.735503543564308,3.449788353677813,2.560164736813245,4.649473056060482,1,,-10.296820240725411,3.148351042996576
CYCLOSPORINE,WARFARIN,plausible,95,17,0.7809160393343307,3.7721071030185436,3.00525025361036,1.0208144786663191,3.524438844837536,2.757581995429353,3.9142344759515586,2,-10.602698443854349,2.6205982564097567,2.0479653206479953
ENOXAPARIN,ITRACONAZOLE,plausible,36,16,0.6987715881981456,3.782837322963044,2.989909442934931,0.9306001113613961,3.527773660417388,2.7348457803892754,4.97389879656923,2,-10.219511427519572,1.6743084475121226,2.680154364056332
CYCLOSPORINE,INFLUENZA VIRUS VACCINE,plausible,40,29,2.0291702346908473,3.543978903432769,2.971016261783057,5.674227944858512,2.2563843029092188,1.6834216612595065,5.784258229876331,2,,2.210301447000955,2.6487735851740646
INFLUENZA VIRUS VACCINE,INSULIN NOS,unsupported,70,46,3.8640946659001827,3.413476414179911,2.9662548795287806,12.903403361224893,1.7946313432287229,1.3474098085775925,6.529985542370418,2,,1.166133236811265,3.207064852591478
OMEPRAZOLE,WARFARIN,unsupported,594,43,3.538752043455961,3.429033920408715,2.9654150404433706,4.32569876677228,3.172205634428419,2.7085867544630746,5.156822474243735,3,0.5329128748323969,2.2334144552639823,2.5936880383851397
LEVODOPA,PROMETHAZINE,unsupported,34,11,0.25109143553555474,3.9365015033060207,2.9599638497047214,0.2794664980230257,3.883003034659828,2.9064653810585286,4.2067157808995965,1,-2.450270303405687,-10.260477544752892,3.1194880233630395
LEVODOPA,METHADONE,unsupported,23,10,0.17048522124728469,3.9690399848924227,2.9388975389801417,0.19037213083913967,3.926871291144177,2.896728845231896,3.740083324771816,1,,,3.04847578674231
OXYCODONE,VALSARTAN,unsupported,158,12,0.3688031553557855,3.8467549418698614,2.916563780128769,0.30204359000899067,3.9621036372825684,3.031912475541476,1.3415247267610209,1,-10.161665100291854,2.8607059519832094,-0.6453971535047655
DULOXETINE,NALOXONE,unsupported,445,31,2.345856310987543,3.46841710234492,2.9157326381636333,2.8558118444864657,3.230618095277628,2.6779336310963404,5.378668643753458,1,-10.125658759386363,-0.7682093869353694,2.2552571498749736
AMOXICILLIN,GEMCITABINE,unsupported,62,11,0.2760995565629445,3.889248320507515,2.9127106669062157,0.3050240271409498,3.8364582076925333,2.859920554091234,3.7065543162409256,1,2.9025390660774155,-2.468581228196693,-2.4402160721302035
AMPHETAMINE,BUPRENORPHINE,unsupported,676,53,4.860538805493443,3.319088968377432,2.904353182368251,5.425633590150362,3.1744975659771,2.7597617799679197,5.930139964200951,1,-10.579695653949074,-11.471544044319616,2.856932205575913
ATENOLOL,CODEINE,unsupported,123,19,1.0808167997717755,3.624732034831422,2.903361876553991,1.6319501197224668,3.1932285344569324,2.471858376179502,5.073315479237521,1,-10.474191694311665,-2.7195245528128216,3.271499561437849
MIDAZOLAM,PAROXETINE,unsupported,201,49,4.417275128433365,3.33149754185378,2.8990838984398524,11.3337164328717,2.0645252953644464,1.6321116519505188,6.414703137851577,1,-2.747788335626842,-3.119669212656088,2.6489831679685056
ITRACONAZOLE,METOPROLOL,plausible,39,16,0.7887384305547757,3.6784346432732535,2.8855067632451408,1.2839659439735887,3.2093060449799355,2.4163781649518223,4.928833201136323,2,,1.7828663545993613,2.3193297814188156
DICLOFENAC,LEVETIRACETAM,unsupported,53,18,1.0139055048657908,3.6111782078060193,2.8680666027960786,1.7763145113526453,3.0227534614901144,2.2796418564801737,3.9442875380964186,1,-10.150685370809635,-3.3706938031978084,3.522607876859731
BROMAZEPAM,RALTEGRAVIR,plausible,19,14,0.6073807805575077,3.710829607007913,2.8570867619960567,1.8352261809887156,2.6344187045555127,1.780675859543656,4.834490094088389,1,,-10.356212316475377,3.1346355919625246
FENTANYL,FLUVOXAMINE,unsupported,104,41,3.63512641118974,3.327107997957885,2.851528285124338,5.5994624689678005,2.766357324331181,2.2907776114976346,6.22045206770212,1,-3.3772868075551026,-10.536653679489161,2.9131286273537653
MORPHINE,SODIUM CHLORIDE,unsupported,426,19,1.1402823938792352,3.571458005740182,2.8500878474627513,0.36384064127758725,4.496565120855578,3.7751949625781474,2.8304975986514873,1,-10.62263739126013,-10.537206717047392,3.4374571965236216
PAROXETINE,SITAGLIPTIN,unsupported,121,22,1.4854023680756734,3.5024216780793402,2.8366671470969855,2.9517918330040356,2.7045076337097673,2.0387531027274126,4.925002670393842,2,1.8350534003155738,2.4835736856949753,0.2122929578237371
CITALOPRAM,NALOXONE,unsupported,280,29,2.2806752831265413,3.4072077673794725,2.8342451257297605,3.1094888337290314,3.030848508443326,2.457885866793614,5.501750071815166,1,-10.325541996939405,-10.63723452086067,2.7680839450714694
BUPRENORPHINE,CITALOPRAM,unsupported,401,34,2.867618995111486,3.356795532434572,2.8309523945216393,3.228976735777152,3.209744660279012,2.6839015223660794,5.034731074664733,1,-10.25777926203383,-11.388229893575735,2.934661411983211
FLUVOXAMINE,SEVOFLURANE,unsupported,58,41,3.6968534086817977,3.3057313589406525,2.8301516461071055,18.164316367523167,1.15282866956765,0.677248956734103,6.366761754594385,1,,,2.5676028441322787
CEFTRIAXONE,OLMESARTAN MEDOXOMIL,unsupported,17,9,0.12791224313274277,3.9192926658446567,2.826226427374982,0.18763394395549687,3.7882148454120634,2.6951486069423884,4.085905786179873,1,,-10.035586368026756,2.891828152855596
ALLOPURINOL,RANOLAZINE,plausible,61,20,1.277827537137186,3.527436626111159,2.8260673999331902,3.6226848757218426,2.3139678139737336,1.6125985877957643,5.288275816271903,2,,2.1783903848105544,2.390286491556857
CAFFEINE,SODIUM BICARBONATE,unsupported,49,13,0.5385174956512324,3.7003619810443116,2.8107383641797434,0.9392478758141061,3.2295724191810127,2.3399488023164445,4.657899713211778,1,-10.182388422078681,,2.782001510293613
DIAZEPAM,NOREPINEPHRINE,unsupported,119,44,4.142237682551323,3.260913040412477,2.802953711223355,13.137358552472406,1.7062411031748748,1.2482817739857528,6.3938820429296666,1,-2.824361340115547,-2.71440954937162,2.7689913536719755
AMLODIPINE,PALBOCICLIB,unsupported,70,13,0.5631091568559907,3.666597766094309,2.7769741492297415,0.2919112231941336,4.091476890276694,3.2018532734121266,3.2557135932852654,1,,-10.282637144021443,2.9375656730028896
CAFFEINE,TRIMETHOPRIM,unsupported,108,15,0.7910947213194033,3.5856014623639023,2.7638782370819586,1.1409902680711321,3.2396296274445415,2.4179064021625982,4.618060077426825,1,-10.41946901538854,3.389785854042246,-1.0389544269376014
CAFFEINE,SULFAMETHOXAZOLE,unsupported,110,15,0.8020920453992653,3.5733648735981225,2.751641648316179,1.1529010128623227,3.2291959817207903,2.407472756438847,4.6353334680508445,1,-10.396617895797073,3.3500271667479526,-1.0560371728962126
METFORMIN,SODIUM CHLORIDE,unsupported,177,18,1.1443110500952594,3.491970129880194,2.748858524870253,0.36988500143449693,4.4105567708493885,3.667445165839448,2.6837398410682085,1,-10.046882440889858,-10.390433416344958,2.774754511700039
PRAVASTATIN,RITONAVIR,known_pair,85,37,3.4381626047531006,3.2512960098740313,2.74881646981019,5.081793312795549,2.7480899863938637,2.245610446330022,5.868413134101359,2,0.7283324950698844,0.08827357980676069,3.167785770764936
SODIUM BICARBONATE,TELMISARTAN,unsupported,36,13,0.594351030628164,3.6248119222460025,2.7351883053814343,1.4201801252765112,2.813645850772123,1.9240222339075552,4.712695682972172,1,,,2.626261128793079
OXAZEPAM,TELMISARTAN,unsupported,45,19,1.2824785131504215,3.451517533025157,2.7301473747477263,4.137302700642923,2.072116316936714,1.350746158659283,5.242603832935705,1,,-10.527369134446545,2.9069952064911813
FLUVOXAMINE,LACOSAMIDE,unsupported,17,13,0.5992853601795972,3.618321562394104,2.728697945529536,1.0006812134688778,3.1692699613095527,2.2796463444449846,4.724787769222427,1,,,2.439872832034893
ARIPIPRAZOLE,LACOSAMIDE,unsupported,63,13,0.60013074905152,3.6172125058694293,2.7275888890048616,0.8969580249799948,3.2725988300653324,2.382975213200764,4.226895699643978,1,,-10.14258421420061,2.6180250195312214
ARIPIPRAZOLE,NALOXONE,unsupported,271,29,2.5069234399539675,3.2943549138093746,2.721392272159662,3.519136684701811,2.875757407275387,2.302794765625675,5.211423833458319,1,-10.064722804634657,-10.699505268051134,2.497100388794502
ALPRAZOLAM,SODIUM BICARBONATE,unsupported,92,18,1.1819014950982527,3.459360152720058,2.7162485477101175,2.394849453411263,2.675965042790759,1.9328534377808184,5.00538432156429,1,,-10.331201775086805,2.710356673190872
AZATHIOPRINE,INFLUENZA VIRUS VACCINE,unsupported,58,30,2.673332726891227,3.264738540458104,2.702180687854958,3.1959895687917403,3.0447766525279807,2.482218799924835,5.891539157479613,2,,2.1263259456488877,2.212241705455326
MORPHINE,SODIUM BICARBONATE,unsupported,139,18,1.2077841256524966,3.4373277446130417,2.694216139603101,1.4483386141150771,3.2472089313037085,2.504097326293768,4.795286402186574,1,-10.346844038741093,-10.136435104332866,2.7074963695439265
BUPRENORPHINE,PREGABALIN,unsupported,1511,64,7.215247923796753,3.063514737942193,2.688233209323754,7.855088658471776,2.9485721181650457,2.573290589546607,4.7738494047886775,1,-10.362310190598738,-0.11221415872527536,2.0731347867465555
BUPROPION,NAPROXEN,unsupported,343,18,1.218019257221458,3.428707157940587,2.685595552930646,0.9022326818577531,3.721727600368013,2.978615995358072,3.9899154703838944,1,-2.468341203898105,3.2148449096489826,-11.41002566433793
RITONAVIR,TRAMADOL,plausible,137,16,0.9807900950377524,3.478026969150583,2.68509908912247,1.2897064539578058,3.204671142007626,2.4117432619795127,3.479905720319008,1,-3.0412553877521775,-2.6176537960322888,2.9719934676702966
GEMCITABINE,OMEPRAZOLE,unsupported,75,11,0.4109170243670286,3.6581704063420495,2.6816327527407506,0.4661287259851434,3.5732746258918247,2.5967369722905254,3.4126532757449484,1,2.641966536931613,-2.5114467782473566,-2.5649905997421922
COBICISTAT,PRAVASTATIN,known_pair,23,16,0.9889538776212736,3.4700950541944136,2.677167174166301,2.335971973576036,2.540550844109183,1.7476229640810699,4.9822513674243885,1,,2.4852658586121357,0.28952896274498285
QUETIAPINE,RANOLAZINE,plausible,74,20,1.4783855320003292,3.373228410216181,2.6718591840382118,4.168575584383232,2.1345695640646776,1.4332003378867082,5.019388478240123,2,,2.392284964604118,1.583877861818678
CARBAMAZEPINE,INSULIN NOS,unsupported,84,19,1.3611760198141,3.3891877148331266,2.667817556555696,2.986895635821756,2.483459034539894,1.7620888762624634,5.192733235806505,1,-10.271030236637769,-2.9839038158359545,2.9572867175723037
COBICISTAT,FENOFIBRATE,known_pair,17,16,0.9994615516490839,3.459949589453465,2.6670217094253523,2.3593187794808244,2.528722647364806,1.7357947673366925,4.99806245726634,1,,2.475234816022766,0.3891005874546671
INFLUENZA VIRUS VACCINE,TACROLIMUS,plausible,41,23,1.8677032187670486,3.3111005948856813,2.6612942569744584,1.667850749457823,3.438323417139486,2.7885170792282628,5.429060398134788,2,,1.5670475289534571,2.4831821994177226
LOSARTAN,RITONAVIR,plausible,90,14,0.7695972479719989,3.5136100890799087,2.659867244068052,1.037230330373981,3.2376476481910803,2.383904803179224,4.129153328921567,1,-10.662010972789082,-10.327582212553997,3.28641542549827
PAROXETINE,VALSARTAN,unsupported,217,22,1.74779069430891,3.323345392773064,2.6575908617907094,1.9153525952952524,3.2196192860045385,2.5538647550221842,4.009960385520537,3,1.3079422830306349,2.122274984075951,0.5011498730985539
BUPRENORPHINE,DONEPEZIL,unsupported,33,12,0.5417792688649141,3.584806556541955,2.654615394800863,0.6338398349496954,3.4626393287215116,2.5324481669804193,4.240251503863225,1,,-10.099396091713281,2.6981623335602305
METOCLOPRAMIDE,PAROXETINE,unsupported,245,26,2.263688138516388,3.2613256269701694,2.6534389007417962,3.183024500667019,2.847029460020841,2.2391427337924683,5.317210848140165,2,-2.4016570917352156,0.9215412467409767,1.6334831806871408
LEVOFLOXACIN,PAROXETINE,unsupported,106,18,1.2664321948754356,3.3886149936969594,2.6455033886870187,2.4662549107029803,2.640810781793048,1.8976991767831073,4.563035806881788,2,-0.5428808075769732,1.1670412398532768,1.6770010839424052
PRAVASTATIN,RALTEGRAVIR,known_pair,25,17,1.1448618777666897,3.4113165737913005,2.6444597243831174,3.5608570321074993,2.107498780793363,1.3406419313851796,5.085335295789175,1,-0.24334301480717907,,2.896606017047757
ALLOPURINOL,LOPINAVIR,plausible,19,10,0.33218962788480966,3.657333210408661,2.6271907644963806,0.792364342439628,3.0223045718409276,1.9921621259286466,4.29123374135046,1,-10.449568356142139,,2.7360772337842474
